id,title,description,via,role
b102b63f-092b-4b8d-8db4-469a7a4d59e7,Backend Developer (Rust),"Job description

We're looking to hire an experienced Backend Developer with experience in Rust to join our fast-moving team at AfterShoot!

Responsibilities
• Take ownership of the backend which may also involve having a decent amount of knowledge of working with Python
• Work with the team to port parts of the current Python Backend to Rust
• Work with the product and R&D team to understand business goals and help bring them to fruition
• Research new technologies and best practices and make sure we’re up to date

Preferred Experience
• Experience with compiling and linking third party libraries
• Experience with creating and maintaining scalable database architectures for edge devices.
• Diesel, Serde, Rocket, Tokio, Threads, low level optimizations.
• Experience making slow backends fly like a rocket.

Benefits
• Chance to work on an industry-defining product! Go read our testimonials: https://aftershoot.com
• Health and wellness benefits
• Competitive Pay
• Option to work... remotely (in person preferred but we allow for remote work)
• Flexibility with working hours - that means we don't believe in the traditional 9-5 work routine
• Your own custom work machine with your requested specifications (and color 😉 )

We're looking for people with a can-do attitude and a mindset to do something that impacts an industry as a whole! If you don't want to be yet another cog in the system and want to work on innovative and challenging problems, we'll be excited to have you!

About Us

At AfterShoot, we are building the Future of Photography!

With very little to no innovation in the past decade, we believe that the Photo Industry is ripe for disruption!

Aftershoot focuses on Machine Learning, Photography, Artificial Intelligence, Weddings, and Events. Their company has offices in Delaware. They have a mid-size team that's between 51-200 employees. To date, Aftershoot has raised $120k of funding; their latest round was closed on April 2021.

You can view their website at https://aftershoot.com/ or find them on Twitter, Facebook, and LinkedIn", Wellfound,backend%developer%20india
d722cd6e-2696-4f5f-8ac7-20a8e1fedffc,Mid-Senior Backend Developer,"We are looking for a skilled Mid-Senior Backend Developer to join our team. The ideal candidate will have 2 to 3 years of experience in backend development and a strong proficiency in Node.js, TypeScript and MongoDB.

You will be responsible for building and maintaining robust, scalable, and high-performance backend systems, for cutting-edge projects, designing and implementing complex solutions.

Before you click apply, read the job post carefully.

APPLY HERE: https://forms.gle/6gWw3QewEqmCuyo96

Responsibilities:
• Design, develop, and maintain backend systems using Node.js, Typescript and MongoDB
• Collaborate with the frontend team to ensure seamless integration
• Provide technical guidance to junior developers
• Participate in code reviews, testing, and debugging to ensure code quality
• Develop and maintain APIs
• Develop and maintain databases using MongoDB
• Write clean, efficient, and well-documented code
• Optimize applications for maximum speed and scalability
•... Continuously research and learn new technologies to stay up-to-date with industry trends

Requirements:
• 2-3 years of experience as a backend developer
• Understanding of web application architecture and design patterns
• Knowledge of version control systems such as Git
• Strong knowledge of Node.js and TypeScript
• Good Experience with MongoDB
• Experience with RESTful APIs
• Familiarity with AWS or other cloud services
• Strong problem-solving skills and attention to detail
• Excellent communication skills and ability to work collaboratively with a team

If you are a highly motivated individual with a passion for coding, we encourage you to apply. We offer dynamic work environment of growth and leadership.

we want to hear from you, if you are a motivated and skilled backend developer with a passion for building scalable and high-performance applications.

Join our team and work on exciting products that challenge and inspire you. Apply today!

APPLY HERE: https://forms.gle/6gWw3QewEqmCuyo96

Package:

9 LPA - 11 LPA", LinkedIn,backend%developer%20india
acb00ceb-6ad4-4b33-b7b5-34abd95bd16f,Backend Developer,"Responsibilities
• Work on an agile engineering team writing maintainable and scalable code for software components and influencing team decisions.
• Collaborate with stakeholders to imagine, design, develop, test, and launch software.
• Capable of independently clarifying technical requirements, assessing development estimates and applying a broad range of design approaches.
• Review the code of other team members and provide constructive direction.
• Drive continuous improvement of software quality and maintainability of products/features.
• Continuous learning of technology trends, tools, and approaches, including sharing this knowledge with your team.
• Mentor and lead developers by cultivating curiosity and deep technical understanding.

Requirements
• Experience in contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems
• Bachelor's degree in Computer Science or equivalent combination of technical education... and work experience;
• 3-5 years of Software Development experience;
• Experience designing highly interactive web applications with performance, scalability, accessibility, usability, design, and security in mind is an added advantage
• Should possess strong coding skills
• Solid software development background including design patterns, data structures, test driven development.
• Experience with distributed systems, algorithms, and relational and no-SQL databases.
• Familiar with building complex web applications.
• Software development experience in building highly scalable applications.
• Any previous experience in working with Node.js, Redis, FFMPEG, MongoDB, Elastic Search, Cassandra, Kafka or AWS is a plus", LinkedIn,backend%developer%20india
39e80bb3-dcae-486d-a955-566d0e1cb87a,"Software Engineer, Backend Developer - India","All roles at JumpCloud are Remote unless otherwise specified in the Job Description.

About JumpCloud

JumpCloud’s mission is to Make Work Happen®, providing simple, secure access to an organization’s technology resources from any device, or any location. The JumpCloud Open Directory Platform gives IT, security operations, and DevOps a single, cloud-based solution to control and manage employee identities and their devices, and apply conditional access controls based on Zero Trust principals. Since launching in 2012, our global user base has grown to more than 150,000 organizations, with more than 5,000 paying customers including Cars.com, GoFundMe, Grab, ClassPass, Uplight and Peloton. JumpCloud has raised over $400M from world-class investors including Sapphire Ventures, General Atlantic, Sands Capital, Atlassian, and CrowdStrike. Our teams are growing fast, too, and we're looking for talent across engineering, sales, customer success, marketing, product management, and more. Join... our team of dedicated, passionate, and creative people who are eager to change the IT industry forever.

Do you enjoy solving challenging problems using the latest technologies within a great team? Is knowing your work will be highly visible and mission critical a key component for the next step in your career? At JumpCloud, we’re looking for best-in-class talent to help define the future of modern identity and device management from the ground up.

JumpCloud is looking for an experienced Software Engineer to join an engineering team focusing on OAuth, OpenID Connect, Public Key Infrastructure (PKI) and working with services that use all of these technologies. Identity Management (IM) services are a key part of the entire JumpCloud product portfolio. Along with our Authentication and Authorization services, IM provides the foundation for our identity and security solutions, both cloud and device based. The Identity team’s work will make using JumpCloud even easier and more seamless, while providing a very high level of security.

What we are looking for:
• 3-8 years experience developing distributed systems, microservices, and REST APIs (including using them as integration points with third-party applications) in a variety of programming languages including Golang.
• Experience using one of the public cloud providers (AWS, GCP or Azure) with CI/CD pipelines (Travis/CircleCI) to build, test and deploy.
• Willingness to mentor junior members of the team.
• Bonus points if you have experience with Python, Docker, feature flags, and BDD.

What you will be doing:
• Feature implementation through both individual contributions and providing guidance in terms of organization, process and design.
• Our team primarily uses Go, although experience with other modern languages is fine.
• We collaborate closely with architects, UX, and DevOps to ensure our systems are highly available, scalable, performant, and deliver an amazing user experience.
• We use the scrum framework.
• Learning and working with cryptography and security concepts, including PKI and TLS/SSL agreement protocols, authentication, symmetric and asymmetric encryption, and related concepts. Bonus points if you have experience with these already.
• Using OAuth/OIDC flows to authenticate users and then allow them to use services.
• Integrate identity via certs, OAuth and other methods into cloud services like AWS API Gateway.
• Work with 3rd party applications like mesh VPNs to ensure that these applications work with JumpCloud provided identity.
• Shape the future of our Identity Management services roadmap by participating in planning/scoping conversations with product managers.
• Help the team and organization live by our core values: building connections, thinking big and getting 1% better every day.

#LI-PD1

Where you’ll be working/Location:

JumpCloud is committed to being Remote First, meaning that you are able to work remotely within the country noted in the Job Description.

This role is remote in the country of India. You must be located in and authorized to work in India to be considered for this role.

Why JumpCloud?

If you thrive working in a fast, SaaS-based environment and you are passionate about solving challenging technical problems, we look forward to hearing from you! JumpCloud is an incredible place to share and grow your expertise! You’ll work with amazing talent across each department who are passionate about our mission. We’re out of the box thinkers, so your unique ideas and approaches for conceiving a product and/or feature will be welcome. You’ll have a voice in the organization as you work with a seasoned executive team, a supportive board and in a proven market that our customers are excited about.

One of JumpCloud's three core values is to “Build Connections.” To us that means creating "" human connection with each other regardless of our backgrounds, orientations, geographies, religions, languages, gender, race, etc. We care deeply about the people that we work with and want to see everyone succeed."" - Rajat Bhargava, CEO

Please submit your résumé and brief explanation about yourself and why you would be a good fit for JumpCloud. Please note JumpCloud is not accepting third party resumes at this time.

JumpCloud is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.

#LI-Remote #BI-Remote

JumpCloud focuses on SaaS, Enterprise Software, B2B, and B2 B Market – Sme’S Specifically . Their company has offices in Denver and Boulder. They have a large team that's between 201-500 employees. To date, JumpCloud has raised $57.467M of funding; their latest round was closed on May 2019.

You can view their website at http://jumpcloud.com or find them on Twitter, Facebook, LinkedIn, and Product Hunt", Wellfound,backend%developer%20india
0437a76f-0080-467d-b4d8-308f31dfcb74,Back End Developer,"About This Role

Zoom is growing at an explosive pace by every measure - revenues, people, innovation, and customers. Led by Eric S. Yuan, the #1 ranked CEO on Glassdoor, our unique culture makes Zoom an awesome place to work. We are expanding teams across the organization. If you are motivated by delivering happiness, come join us at Zoom!

As a Back end Developer, you will be responsible for translating the CMS requirements into technical deliverables which include enterprise-level architecture and implementing strategies using components/pages in CMS (Wordpress and Optimizely) platform to support multi-site, multi-channel, multi-lingual delivery environments.

KEY RESPONSIBILITIES
• Partner with web developers, engineers, marketers, SEO, localization team, and designers to scale Zoom’s web production
• Collaborate with product managers, engineers, web developers, visual designers, and business stakeholders to create custom web pages for global product launches, marketing campaigns... events, and promotions.
• Develop Digital Consumer experiences using C# based Optimizely CMS.
• Help maintain and migrate existing Wordpress sites to Optimizely.
• Design efficient content models, security models, workflows, and templates
• Create components and page templates, combining backend C# .net Framework,, HTML/CSS, and frontend JavaScript frameworks technologies
• Work with architects to ensure that scalable solutions are created, alongside equally talented CMS engineers
• Diagnose and solve technical problems related to content management implementation.
• Conduct code reviews for ongoing projects to ensure optimal code quality and appropriate design patterns are used.
• Participate in project planning sessions with team members to analyze development requirements, provide work breakdown and estimates of work

QUALIFICATIONS
• 3 plus years of strong Web Content Management experience with C#(.net Framework) and frontend technologies.
• Expert level development skills using REST, Javascript, jQuery, AJAX, JSON, HTML, CSS, NodeJS and angularJS
• Solid experience with .net application building including templates, components, dialogs, widgets, and bundles.
• Experience with MVC based application development will have great add.
• Experience migrating from existing CMS to Optimizely is a plus
• Javascript Frameworks - preferred but not required
• AngularJS v4+/React or any other JS Framework.
• Working experience in PHP or LAMP/MAMP.
• Knowledge of version control systems such as GitHub or GitLab is a plus.
• Ability to troubleshoot code issues and recommend solutions.

We believe that the unique contributions of all Zoomies is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. Zoom is proud to be an equal opportunity workplace and is an affirmative action employer. All your information will be kept confidential according to EEO guidelines.

We welcome people of different backgrounds, experiences, abilities and perspectives including qualified applicants with arrest and conviction records and any qualified applicants requiring reasonable accommodations in accordance with the law. If you need any assistance or accommodations due to a medical condition, or if you need assistance accessing our website or completing the application process, please let us know by emailing us at careers@zoom.us.

At Zoom, we care about our employees, their families, and their well-being. As part of our award-winning workplace culture and commitment to delivering happiness, our benefits program offers a variety of perks, benefits, and options to help employees maintain their physical, mental, emotional, and financial health; support work-life balance; and contribute to their community in meaningful ways. To view our benefits, click here.

Work Styles at Zoom

In most cases, you will have the opportunity to choose your preferred working location from the following options when you join Zoom: in-person, hybrid or remote. Visit this page for more information about Zoom's Workstyles.

About Us

Zoomies help people stay connected so they can get more done together. We set out to build the best video product for the enterprise, and today help people communicate better with products like Zoom Contact Center, Zoom Phone, Zoom Events, Zoom Apps, Zoom Rooms, and Zoom Webinars.

We’re problem-solvers, working at a fast pace to design solutions with our customers and users in mind. Here, you’ll work across teams to deliver impactful projects that are changing the way people communicate and enjoy opportunities to advance your career in a diverse, inclusive environment.

Explore Zoom:
• Hear from our leadership team
• Browse Awards and Employee Reviews on Comparably
• Visit our Blog
• Zoom with us!
• Find us on social at the links below and on Instagram
• View more jobs, sign up for job alerts and join our talent community. Visit the Zoom careers site", Careers - Zoom,backend%developer%20india
6893d865-fb8e-4011-9fac-0d12e1ac08ef,Blockchain Developer,"Responsibilities
• You will be involved at all stages of the development lifecycle of our Game and wallet App and platform:
• Implementing smart contracts with gamified logic
• Manage the distribution of rewards
• Designing and building smart contracts using Solidity or other contract-oriented programming languages
• Developing and integrating decentralized applications with front-end interfaces
• Participating in the development of the underlying blockchain infrastructure
• Ensuring the security and performance of dApps and smart contracts
• Collaborating with other developers, designers, and stakeholders to deliver high-quality blockchain solutions
• Staying up-to-date with the latest developments and trends in the blockchain space.

Requirements
• The following are some key requirements for the role:
• Solid system design and architecture skills
• Understand end-to-end software development and deployment lifecycle
• Good Programming skills
• Good team player
• At least 3 years of... experience in IT, and at least 1-2 years in a crypto or solidity project
• Smart contract programming experience using Solidity and Web3 APIs
• Engineering covering Solidity, deFi, Web3 Games, NFTs, SBTs, OpenZeppelin, hardhat (or Foundry)
• Good knowledge of Ethereum protocols and crypto primitives
• Needs to have a programming background. React for frontend and Nodejs experience in the backend is preferable
• Experience in cloud data platform & infrastructure engineering, preferably in an AWS environment
• Ability to collaborate and influence global internal and external stakeholders", LinkedIn,blockchain%developer%20india
08a2929c-15e3-4a9b-9bf6-b6a2dd181acd,Blockchain Developer,"Responsibilities and Duties:

- Developing Web-based Applications by using PHP framework

Developing Web Services for Mobile Apps

- Third-party API Integration

- Experience with server tuning, caching, and other techniques to decrease process usage and load

times

- Develop Micro services

- Optimize the backend for performance

-Ability to develop the Apps using Solidity, you will be responsible to build and deploy smart contracts on Ethereum based applications, hence prior experience on Ethereum smart contract development and written in Solidity is a must-have.

- Hands-on with Web3.js

- Write end-to-end unit tests for all smart contracts

- Front-end development experience in HTML, CSS, JavaScript, ES6/Typescript, Node.js, ReactJS.

- Applying the latest techniques to protect smart contracts against hacks & vulnerabilities.

- Maintaining client and server-side applications.

- Optimizing and securing block chain applications.

Qualifications and Skills:

- Understating of MVC... design pattern

- Experience working with MySQL queries and databases.

- Excellent coding skills should be able to convert the design into code fluently

- Strong knowledge of JSON & REST API, OAuth2, and server-side security

- In-depth knowledge of object-oriented PHP and Laravel 5.8/6 PHP Framework

- Hands-on experience with SQL schema design, SOLID principles, REST API design

- Software testing (PHPUnit, PHPSpec)

- Creative and efficient problem solver

Key Skills: LA ravel, Composer, PHP 7, REST API, Docker, Unit Testing, Git

Additional Skills: Laravel Nova, PHPStrom, Sanctum, SPA, Laravel Passport, Laravel Homestead, Jira, Confluence, Solidity, Web3Js, Node Js, Ethereum

Job Type: Full-time

Salary: ₹30,000.00 - ₹70,000.00 per month

Schedule:
• Monday to Friday

Experience:
• Solidity: 1 year (Required)
• Ethereum: 1 year (Required)
• Node.js: 1 year (Required", Glassdoor,blockchain%developer%20india
e82857ce-df3f-48fd-9eac-10baccc3d6c9,: Private Blockchain Developer,"Role: Private Blockchain Developer

Experience: 2+ years

Roles & Responsibilities: As a blockchain developer, you will translate business requirements

into decentralized applications to solve critical business problems.

• Must have hands-on experience in Hyperledger Fabric.

• Candidates with additional experience in Kubernetes and DevOps would be preferred.

• Should have a deep understanding & knowledge of blockchain architecture & use cases.

• Experience in writing smart contracts for large-scale production blockchain applications.

• Should have hands-on experience with Linux and Docker.

• Should have good analytical & problem-solving skills.

• Candidates with research aptitude will be preferred.

• Hands-on experience with Nodejs and Golang.

• Experience with cloud infrastructure service, AWS/ Azure will be preferred.

• Experience in NFT and Defi would be preferred

• Must have a minimum of 1 year of experience.

Ideal Candidate

• Collaborating with managers to determine... blockchain technology needs and envisaged

functionalities.

• Creating application features and interfaces by using programming languages and writing

multithreaded codes.

• Applying the latest cryptography techniques to protect digital transaction data against

cyberattacks and information hacks.

• Maintaining client and server-side applications.

• Optimizing and securing blockchain applications by integrating new tools and technologies.

• Documenting blockchain development processes and complying with best practices in data

protection.

• Keeping up with current blockchain technologies and cryptography methods

Coders Brain Technology focuses on Information Technology. Their company has offices in Bengaluru. They have a large team that's between 201-500 employees.

You can view their website at http://www.codersbrain.com", Wellfound,blockchain%developer%20india
51d99760-2635-4e39-b629-713b1d272f08,Blockchain Developer,"Know the Company

CoinSwitch breaks down the complexities in Crypto, empowering the everyday Indian to make informed investment decisions on a simple and trusted platform. When we started up, Crypto was a field reserved for specialists. Today, over 18 million users trust CoinSwitch to learn, purchase and invest in Crypto. That makes us India’s largest crypto app.

On CoinSwitch, users can invest in Crypto with a few simple taps, either as a one-time purchase or in regular intervals through an SIP. But simplicity is not a substitute for informed decisions. A CoinSwitch user spends 27 minutes on our app—to learn about Crypto and Web3 through our educational content and understand the market sentiments through CRE8, the Crypto Rupee Index.

But we are just getting started. CoinSwitch not only plans to double down on making Crypto accessible to everyone but is on track to become the one-stop wealth-tech destination for every Indian.

For more information about CoinSwitch, find additional... resources here: https://linktr.ee/coinswitchcareers

About The Role

The CoinSwitch Engineering team is hiring Blockchain developers for various web3 initiatives. As a Blockchain Developer, you would be responsible for designing, implementing and supporting a blockchain based network.

What You Will Do
• Build strong, resilient, and robust FinTech decentralized application
• Work on Smart Contracts, Hyperledger and/or Web3
• Build secure smart contract protocols and backend services
• Be involved in the global blockchain community—work on implementing and integrating the latest improvement proposals

What You Should Have
• Deep understanding of Blockchain, Solidity, Assembly, and the Ethereum Virtual Machine
• Experience in standard software practices including clean code, unit tests and CI/CD
• Solid understanding of security, scalability, high availability, and concurrency patterns
• Ability to communicate and apply architectural design patterns across a wide range of problems
• Experience with cloud technologies
• Good understanding of Crypto Wallets and their standards along with understanding of cryptography and cryptographic protocols.

Life at CoinSwitch

We take great pride in what we do, and are committed to our mission. And we have a lot of fun while at it!

Here’s how we do things at CoinSwitch:
• Customer-first: That’s the North Star. Everything we do is to make our users’ investment experience better and simplified.
• Ownership: We don’t sport lab coats, but we experiment—a lot. And we take ownership. We even have a catchphrase for this: Think big, fail fast, and build better.
• Data-driven: The source of truth. Simple as that.
• Fun: PS5, anyone? Or do you prefer Foosball? Or perhaps Carrom? And yes, our HR team has a whole list of activities: Disco nights, offsites, gift boxes, and more!

Speaking of lists, the perks and benefits are so extensive, this space isn’t enough. Here are a few:
• Parenthood: Up to 8 months of Maternity leave and 1 month of Paternity leave
• Gender Reassignment Surgery: Be the best version of you! We’ll support you and reimburse your medical bill.

Disclaimer: We are an equal opportunity employer committed to building a respectful and empowering work environment for all people to freely express themselves amongst colleagues who embrace diversity in all respects. Including fresh voices and unique points of view in all aspects of our business not only creates an environment where we can all grow and thrive but also increases our potential to produce work that better represents—and resonates with—the world around us", Recruiterflow,blockchain%developer%20india
60a3a972-8b2b-4efd-acfb-07c7fef7bf81,Blockchain Developer,"• Bachelor's degree in information security, computer science, or related.
• At least 2 years of experience as a blockchain developer.
• Advanced proficiency in programming languages, such as GoLang, Java, and Python.
• Extensive experience in back-end development, algorithms, and data structures.
• Knowledge of cryptography and blockchain protocols.
• In-depth knowledge of best practices in blockchain management and data protection.
• Linux knowledge is preferred.
• Advanced analytical and problem-solving skills.
• Excellent communication and collaboration abilities.", LinkedIn,blockchain%developer%20india
a561cbc7-dee6-46ec-a60b-b7a07b9ef651,Java Full Stack Developer,"Overview
Our Team
Technology Services Group (TSG) keeps BNY Mellon's technology running and defines and executes the firm's technology strategy, positioning us for tomorrow. From the computers and collaboration tools of our employees to modernized infrastructure platforms and core services, we ensure that the firm's systems are running optimally while enabling business innovation and productivity. We also oversee BNY Mellon's architecture and data, guiding the firm through the technology changes necessary to execute business strategies.
The Role
As a Full Stack Java Developer, youwill r esearch, design, and implement software components powering our platform, both on premises and in the public cloud. You'll d evelop features and robust functionality usingagile practices where we quickly prototype and iterate on functionality. You will work extensively with open-source software. You may even modify or extend code maintained as part of an open-source project.
You will build, deploy and... scale critical services and features that are used by thousands of developers and potentially impact millions of end users. You will employ both Object Orientated development skills and Systems Engineering skills.
Key Responsibilities:
• Code services and User Interfaces in Java, Angular
• Develop and deploy microservices as Docker in Public Cloud and OnPrem
• Deploy using CI/CD pipelines
• Interact deeply with every layer of the on-prem/cloud platform stack
• Research, test and integrate new components and services into the platform
• Write well designed and testable code.
• Perform peer code reviews
• Work collaboratively with a team across regions.
• Code services and User Interfaces in Java
• Build workflow and integrations with innovative tools and frameworks such as Docker, Vault, Terraform, Vert.x, SpringBoot, Angular, MongoDB, Ansible
• Building, deploying, and maintaining critical applications in a cloud-based environment.
• Work with Mongo or an SQL Database THIS IS A TALENT PIPELINE REQUISITION.

Employer Description:

For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments and safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers", EFinancialCareers,fullstack%developer%20india
ad1710d6-1491-4a89-aa61-c9576c23e3f0,Blockchain Developer,"Playcent is an energetic remote team. We are looking to hire awesome people that will help achieve our vision to democratize software development.

As an early team member, you must feel comfortable working in a fast-paced environment where the solutions aren’t already predefined.

You should have prior experience in developing high-quality Solidity architecture and be willing to implement it.

Responsibilities
• Write state-of-the-art smart contracts on Ethereum, Matic, Polkadot or any other chain we work on. Must have the ability to pick up on new smart contract platforms quickly and work with the bridges between chains.
• Develope solidity smart contract for NFT and staking
• Writing reusable, testable, and efficient code
• Play an active role in the design and architecture of our solutions

Skills And Qualifications
• 2+ year experience with Ethereum with Solidity and related tools (Truffle, geth, Infura etc.)
• Written smart contracts and deployed them to the Ethereum... blockchain
• Familiarity with ERC20, ERC 721 and others
• Proficient with JavaScript/TypeScript and Node.js
• Good grasp of modern software development tools (testing frameworks, CI/CD, version control, etc.)
• Deep understanding of blockchain logic
• Familiarity with basic encryption techniques
• Contribution to Open Source blockchain projects is a major plus
• Familiar with peer-to-peer networking
• Experience with Test Driven Development
• Excellent English communication skills

Playcent focuses on Social Media, Social Media Marketing, Online Gaming, Cryptocurrency, and Gaming Software. Their company has offices in India and Hyderabad. They have a small team that's between 1-10 employees.

You can view their website at https://playcent.com/ or find them on Twitter, Facebook, and LinkedIn", Wellfound,blockchain%developer%20india
83126fd8-8d89-42a6-8916-7bec3104c298,Blockchain developer,"We are looking for a highly capable blockchain developer to design, implement, and distribute a secure blockchain-based network. You will be analyzing our blockchain needs, designing customized blockchain technologies, and launching and maintaining our blockchain network.

Blockchain Developer Responsibilities
• Collaborating with managers to determine blockchain technology needs and envisaged functionalities.
• Creating application features and interfaces by using programming languages and writing multithreaded codes.
• Applying the latest cryptology techniques to protect digital transaction data against cyberattacks and information hacks.
• Maintaining client and server-side applications.
• Optimizing and securing blockchain applications by integrating new tools and technologies.
• Educating sales personnel on blockchain features that allow secure digital payments.
• Documenting blockchain development processes and complying with best practices in data protection.
• Keeping up with... current blockchain technologies and cryptography methods. Experience 3 - 9 Years Salary Not Disclosed Industry Manufacturing / Production / Quality Qualification B.Tech/B.E, M.C.A, M.Tech Key Skills blockchain developer blockchain sales development Process

,

This job is provided by Shine.com", LinkedIn,blockchain%developer%20india
2643e89b-27f0-46cb-a507-ce5c02f0a380,Blockchain Developer,"Role: Blockchain Developer Job Description We are looking for a blockchain developer who will be responsible for designing, implementing, and supporting a distributed blockchain-based network. Your primary responsibility will be analyzing requirements, designing blockchain technology around a certain business model, and the building and launching of a blockchain network. Consider yourself as the full time developer on the project. You will breath code, eat code and sleep code. If that's your passion, then this job is for you. Have fun. Responsibilities - Research, design, develop, and test blockchain technologies - Brainstorm and help evaluate applications for new tools and technologies as they continually evolve - Be apt at trying out new stuff, fail fast and, move ahead - Be prepared to follow instructions while you learn - Have the bigger picture in mind, while you focus on each small activity assigned to you - Deliver in a timely manner - Work with other team members and senior... management with ease Skills - Strong software development background of about 3-5 years - Experience working with open-source projects - Proficiency in one of the following languages: C++, Java, JavaScript, Golang - Exposure to Blockchain frameworks - Ethereum, Hyperledger, Corda etc. - Experience in Hyperledger based Blockchain will be a big plus - Strong in developing frontends, databases (nosql), algorithms, networking, linux and, windows", Foundit.in,blockchain%developer%20india
360d8c08-9207-482f-9eab-6c7eaf9a7f5a,Blockchain Developer,"Trigan is a rapidly growing Scottish tech startup in the web3/blockchain space, focused on creating new, fairer ways to live, work, and socialise in both the virtual and physical worlds. We are developing unique cutting-edge technologies to tackle some of the world's most pressing issues, such as poverty, deprivation, and inequality.

Our blockchain team is leading the charge in developing the first-ever urban blockchain to empower individuals of all backgrounds to reach their full potential in life!

We are seeking highly motivated and skilled Rust developers with strong experience in Substrate to join our blockchain team as volunteer developers. As a member of our team, you will have the opportunity to be a part of a dynamic and innovative team that is working to make a real difference in the world. You will be involved in developing our unique layer 1 blockchain and working on exciting projects that will change how cities and towns are run.

Key responsibilities:

• Developing and... implementing our blockchain using Rust and Substrate

• Collaborating with the team on the design and implementation of new features

• Keeping up-to-date with industry trends and best practices

• Attend virtual meetings and participate in discussions

Qualifications:

• Strong experience with Rust and Substrate

• Understanding of blockchain and web3 technologies

• Excellent problem-solving skills

• Passion for using technology to solve real-world problems and making a meaningful contribution to society

This is a volunteer position, and as such, there is no compensation provided. However, you will have the opportunity to make a meaningful impact on a rapidly growing startup and be part of shaping the future of the web3 industry. If you are passionate about blockchain development and want to make a difference, we encourage you to apply for this exciting and rewarding opportunity.

We are looking for individuals with diverse skills, experiences, and perspectives to bring to the table and willing to roll up their sleeves and contribute their time and expertise to help us achieve our goals", LinkedIn,blockchain%developer%20india
26045c5f-4ff0-4124-980c-c56b8650cc17,Fullstack Blockchain Developer,"Genesis Block is a Digital Asset Management, and Venture Studio focused on investing in, and developing decentralized protocols, infrastructure, and applications leveraging Web3 technology. Through in-house innovation, vertical partnerships, and strategic investments, Genesis Block’s mission is to accelerate the disruptive potential of Web3 technology and foster its growth and adoption.

Genesis Block works with visionary entrepreneurs and industry-leading protocols and partners by supporting their communities through running nodes, liquidity pools, and cross chain bridges.

What you'll be doing:

Build strong, resilient, and robust FinTech decentralized applications

Work closely with management and product team to rapidly iterate, experiment and launch products

Integrate with various blockchains such as Ethereum, and L2s, Solana, and Algorand

Architect and build smart contracts

Build secure smart contract protocols and backend services

Mentor and train other team members on... smart contract best practices
• What we are looking for: *

3+ years experience with Solidity/Rust and smart contract development languages

2+ years experience with backend development

Experienced in React, Redux, Node, Python

Experience with blockchain and crypto (Bitcoin, Ethereum, DeFi etc.

Passion for building secure, robust, scalable infrastructure

Nice to haves:

Understanding and experience working in the financial services industry

Understanding and passion for blockchain technology and crypto assets

Familiarity with Kubernetes, Docker, Golang, TypeScript

Experience with large-scale, real-time, distributed applications
• What’s in for you: *

Competitive salary and performance bonus

Opportunity to participate in the equity fundraising and token launch activities Genesis Block is executing with its vertical partners

A unique and diverse company culture, shaped by a team that is committed, disciplined responsible, and willing to take risks

An excellent start-up work environment, with a flat hierarchy and short decision paths**

Genesis Block focuses on Technology, Fin Tech, and Blockchain / Cryptocurrency. Their company has offices in New York City and San Francisco. They have a small team that's between 11-50 employees.

You can view their website at https://www.genesisblockchain.io", Wellfound,blockchain%developer%20india
